ID,y
1,84.0855088443
2,99.7486221246
3,84.2146937164
4,78.0638796372
5,111.247321749
8,92.177101849
10,111.816657436
11,93.9402542108
12,115.041324635
14,94.4302842202
15,114.780605829
16,103.622813879
17,94.6449705042
19,94.9025084841
20,105.813248971
21,94.253162948
22,115.475981693
23,97.0552431025
26,95.4749092372
28,95.4851591921
29,97.0552431025
33,97.0552431025
35,95.5419262309
41,94.6449705042
42,93.3380603975
43,115.395946004
45,103.329537386
46,102.720856836
51,94.4503195371
53,79.5389176157
55,113.037451087
56,93.5739000889
57,104.288553168
58,95.022986123
59,104.990475039
63,111.229779321
64,95.1121881583
65,105.205807031
69,94.2617850568
71,95.9942974312
72,104.286220983
73,94.810379862
76,105.145317415
77,106.248386122
78,114.121098289
82,95.0338138563
83,105.205807031
84,94.2574269855
85,103.301795152
87,111.703027007
88,94.6449705042
89,112.564416567
91,93.5280982077
93,94.5839928884
94,106.948039143
95,94.0154528249
96,111.883257393
97,92.8780552141
98,111.189749677
99,93.3713086886
101,104.406378632
103,112.564416567
104,92.2369052544
105,110.533962212
110,95.9132050729
111,110.682643638
113,109.919179965
114,92.6340979644
115,111.942008143
117,112.564416567
120,92.5096782866
121,111.846575921
122,93.1979774403
123,112.408253084
126,110.939319852
132,111.660566265
135,104.95843554
137,104.551019472
138,95.2531426648
140,93.3627855856
142,110.944929602
144,112.558126905
148,92.12338872
149,111.948929514
155,92.3921052717
156,111.782236089
157,92.8780552141
162,112.11948708
163,95.0856447943
167,92.8541892026
172,115.395946004
179,111.656771886
180,93.2985021594
181,110.7543898
182,94.8000940285
183,112.564416567
185,112.564416567
187,112.640505486
188,94.8741520636
189,94.2911712441
191,92.1686866307
192,113.293545832
193,94.7857900497
194,111.304025813
195,92.1791180256
196,111.907556635
198,95.8944573416
199,111.611366227
201,105.518071582
204,95.0052367239
205,103.934537808
206,94.6166788573
210,94.1542688813
211,104.406378632
216,113.027151802
219,115.041324635
220,92.645855859
221,110.003650544
226,110.7543898
227,92.2232117558
228,111.756424397
230,111.569026288
231,92.8780552141
235,115.475981693
236,93.6031411896
238,111.568933922
242,105.565437312
243,93.4649914954
244,78.8045258444
245,113.173007575
247,110.885854987
248,92.7214312403
249,93.6122566286
250,111.837027483
251,93.6031411896
253,115.475981693
254,93.2840461152
256,94.2779323544
257,92.267602061
258,112.599753095
259,93.4863960279
262,79.333801944
266,92.5570103891
267,111.37977215
272,103.396888611
273,112.564416567
275,93.1927167979
276,111.891198153
279,94.806271146
280,105.205807031
283,93.0023928828
285,111.869362324
288,112.564416567
289,96.8953583419
290,105.792636446
291,94.9056412831
292,110.815285936
293,110.358477844
296,93.1463946975
297,110.935381516
298,114.633214924
299,94.8891586286
304,92.1496540212
305,78.440891047
306,94.3261845082
307,110.771757861
311,109.41326807
313,110.885795723
314,91.6733321726
316,93.0463432429
324,93.4160272058
327,94.2146352567
329,92.2303499826
330,111.019113626
337,106.208330002
338,93.9769564569
339,105.155904711
340,95.0006788352
343,92.6264427888
345,114.604424035
346,92.7920512726
347,111.323030755
349,112.036527434
350,92.0141726633
352,111.072908323
353,91.0534148564
354,78.4533766293
357,93.7171040741
358,111.685812301
362,111.697358089
364,114.452432117
365,103.783951502
366,93.9008998186
367,112.219941812
368,94.5728501519
370,78.6844915251
373,94.7400271387
377,92.1334874661
378,110.035374334
382,104.987707476
384,111.586121052
390,94.0279944426
392,111.296981648
393,111.280963222
395,94.2855442774
396,106.520280972
399,79.1599969185
406,110.885795723
408,110.885795723
409,92.1628509024
410,77.9613826739
412,111.580621418
413,92.2336306449
419,94.0251393767
420,111.048081391
421,92.0772971265
430,99.5272510385
434,94.1563384069
436,95.3328019195
437,93.1390819864
438,92.3647942071
439,111.266785918
440,93.7286305637
443,111.675411653
446,94.9462412897
448,94.2369962448
452,94.1081745126
453,104.225375105
457,104.75203841
458,93.8888407068
459,113.749298835
460,104.013393859
462,108.09412374
464,104.118700571
465,114.864372273
467,116.400160146
471,111.428663994
472,77.8280062438
473,96.5473943359
475,95.1156913383
480,94.5106922478
488,111.568152835
490,110.771757861
491,103.696568315
492,78.6427323915
493,93.8790144887
497,93.15539374
498,111.14253204
499,94.7603566412
500,102.23508375
501,94.0461542691
502,110.954453986
506,79.5852446845
510,108.737743863
511,91.3700520526
512,92.3254800689
516,94.093930935
518,91.9640032344
519,111.354241835
521,92.2489990741
522,116.791217682
526,111.95676809
529,94.8818994863
532,111.425477692
533,94.3142116527
536,112.152667143
537,96.7631140022
539,95.1061891872
540,103.97762758
541,95.0070761744
543,94.3061715079
546,111.3349581
547,93.4398377459
548,78.6910095609
551,93.6750751769
552,104.218056877
556,105.411177608
557,95.7629467226
558,112.219941812
559,95.177569097
560,103.44156448
562,103.952686897
566,95.2641236678
570,111.14253204
571,93.1390819864
572,105.047247232
573,94.8251389258
575,114.864372273
576,110.067797043
577,91.8483224758
579,92.2551354674
580,110.816842532
581,111.678198417
589,110.771757861
591,103.356879371
593,94.6480862393
594,104.776982875
595,94.2344068403
598,93.431646463
602,110.753723797
604,112.161311144
606,110.63396422
608,94.01901429
609,104.248217468
610,94.1901827173
616,110.522641646
617,95.0526333837
618,104.183181088
620,104.444990167
622,110.515356304
623,92.5015162471
624,130.791001695
626,111.212870495
628,111.499186034
629,92.9312273303
630,111.398268995
637,94.2330507937
638,105.486649162
643,94.3969076873
645,94.5106922478
646,118.136600468
648,95.7280503633
652,95.0633638456
653,92.9833517597
654,111.14253204
656,111.410566337
657,92.5394668244
659,95.0706698247
660,104.78929757
663,92.4267275825
664,111.715594148
666,103.486914289
668,110.248307121
669,94.1564592457
671,95.8110708709
675,94.0651218049
677,93.1502264276
678,113.000220862
679,105.718058788
682,94.1588119098
685,104.659592784
687,95.1121899332
